#CYCLE MODE MOVEINDEX MOVE FRAME RMSD_ALL RMSD_FOLDED RGYR_ALL RGYR_FOLDED Z_ALL Z_FOLDED Z_NTER THET
51 PULL 1 C 4 NONE 3.18277 13.001 13.001 -25.7689 -25.7689 -60.6111 82.8754
52 PULL 1 D 0 NONE 3.10856 12.9756 12.9756 -25.8265 -25.8265 -61.383 91.7155
52 PULL 1 D 1 NONE 3.10522 12.9932 12.9932 -25.8067 -25.8067 -60.9313 91.2604
52 PULL 1 D 2 NONE 3.06808 13.0027 13.0027 -25.8503 -25.8503 -61.4449 91.0048
52 PULL 1 D 3 NONE 3.0648 13.1049 13.1049 -25.7889 -25.7889 -60.941 89.2864
52 PULL 1 D 4 NONE 3.08323 12.971 12.971 -26.0084 -26.0084 -60.271 90.9317
53 PULL 1 E 0 NONE 3.18746 12.8654 12.8654 -26.014 -26.014 -62.0266 89.4074
53 PULL 1 E 1 NONE 3.02481 12.8987 12.8987 -26.1928 -26.1928 -62.2428 88.9367
53 PULL 1 E 2 NONE 3.01618 12.9152 12.9152 -26.1639 -26.1639 -62.8545 89.1375
53 PULL 1 E 3 NONE 3.17653 13.0057 13.0057 -25.6994 -25.6994 -61.0547 86.5386
53 PULL 1 E 4 NONE 3.20777 13.0365 13.0365 -25.4597 -25.4597 -61.017 85.4658
54 PULL 1 D 0 NONE 3.08533 12.8378 12.8378 -24.6577 -24.6577 -60.987 83.6571
54 PULL 1 D 1 NONE 3.06097 12.9473 12.9473 -24.8025 -24.8025 -62.0359 83.5238
54 PULL 1 D 2 NONE 3.02878 12.8834 12.8834 -24.9191 -24.9191 -61.2021 82.4704
54 PULL 1 D 3 NONE 2.93863 12.9883 12.9883 -24.9271 -24.9271 -61.9342 83.3942
54 PULL 1 D 4 NONE 2.99149 12.8889 12.8889 -24.7874 -24.7874 -61.1216 81.9776
55 PULL 1 A 0 NONE 3.04811 12.8512 12.8512 -24.4089 -24.4089 -61.3169 84.3303
55 PULL 1 A 1 NONE 2.96843 12.9147 12.9147 -24.1469 -24.1469 -61.4509 84.1617
55 PULL 1 A 2 NONE 2.93942 12.9085 12.9085 -24.1196 -24.1196 -61.141 84.6698
55 PULL 1 A 3 NONE 2.85671 12.9626 12.9626 -24.0305 -24.0305 -61.445 84.5327
55 PULL 1 A 4 NONE 2.94791 12.8996 12.8996 -24.1512 -24.1512 -61.2208 83.7881
56 PULL 1 E 0 NONE 2.95921 12.9621 12.9621 -23.211 -23.211 -62.5538 83.059
56 PULL 1 E 1 NONE 2.96417 12.9461 12.9461 -23.2173 -23.2173 -62.4917 84.6322
56 PULL 1 E 2 NONE 2.90626 12.9306 12.9306 -23.0043 -23.0043 -62.7716 84.8444
56 PULL 1 E 3 NONE 3.00014 12.896 12.896 -23.128 -23.128 -63.5329 84.1598
56 PULL 1 E 4 NONE 2.96521 12.8675 12.8675 -23.3657 -23.3657 -62.2709 84.6968
57 PULL 1 F 0 NONE 2.77268 12.9381 12.9381 -23.1128 -23.1128 -62.9897 85.4047
57 PULL 1 F 1 NONE 2.8994 12.8992 12.8992 -23.2557 -23.2557 -62.4514 83.9096
57 PULL 1 F 2 NONE 2.86863 12.9808 12.9808 -23.3257 -23.3257 -62.2881 82.8473
57 PULL 1 F 3 NONE 2.84077 12.9783 12.9783 -23.2924 -23.2924 -62.4369 82.1835
57 PULL 1 F 4 NONE 2.77215 12.901 12.901 -23.2573 -23.2573 -62.6547 80.6732
58 PULL 1 B 0 NONE 2.93185 12.9164 12.9164 -23.0657 -23.0657 -64.199 80.1592
58 PULL 1 B 1 NONE 2.9236 12.9287 12.9287 -23.1059 -23.1059 -65.323 80.4552
58 PULL 1 B 2 NONE 2.81018 12.9685 12.9685 -23.2151 -23.2151 -65.4774 80.8176
58 PULL 1 B 3 NONE 2.82513 12.9997 12.9997 -23.2332 -23.2332 -65.1391 79.9816
58 PULL 1 B 4 NONE 2.80986 13.018 13.018 -23.3645 -23.3645 -64.9245 80.539
59 PULL 1 E 0 NONE 2.86638 12.8329 12.8329 -23.4343 -23.4343 -64.582 83.0429
59 PULL 1 E 1 NONE 2.90245 12.8145 12.8145 -23.3893 -23.3893 -63.4311 81.2306
59 PULL 1 E 2 NONE 2.80585 12.8855 12.8855 -23.5267 -23.5267 -64.4127 81.0605
59 PULL 1 E 3 NONE 2.85067 12.9735 12.9735 -23.4987 -23.4987 -64.464 81.0122
59 PULL 1 E 4 NONE 2.917 12.9698 12.9698 -23.6053 -23.6053 -64.3711 80.7001
60 PULL 1 D 0 NONE 2.94375 12.8629 12.8629 -22.8233 -22.8233 -62.7407 81.184
60 PULL 1 D 1 NONE 2.9525 12.8966 12.8966 -22.7286 -22.7286 -62.9427 81.1483
60 PULL 1 D 2 NONE 2.96169 12.8597 12.8597 -22.629 -22.629 -63.1018 80.8061
60 PULL 1 D 3 NONE 3.01589 12.8317 12.8317 -22.4469 -22.4469 -63.4653 79.8367
60 PULL 1 D 4 NONE 3.01948 12.9598 12.9598 -22.6197 -22.6197 -63.1241 80.5189
61 PULL 1 F 0 NONE 3.06529 12.8283 12.8283 -22.9543 -22.9543 -63.2345 79.9445
61 PULL 1 F 1 NONE 2.98645 12.7959 12.7959 -22.9568 -22.9568 -63.627 79.6286
61 PULL 1 F 2 NONE 3.1016 12.9156 12.9156 -23.0235 -23.0235 -63.0942 79.7862
61 PULL 1 F 3 NONE 3.0506 12.9088 12.9088 -23.0583 -23.0583 -63.0867 80.6108
61 PULL 1 F 4 NONE 3.0214 12.9557 12.9557 -22.6554 -22.6554 -63.0227 81.3537
62 PULL 1 B 0 NONE 2.91151 12.8771 12.8771 -23.6268 -23.6268 -62.2661 83.1844
62 PULL 1 B 1 NONE 2.99121 12.8757 12.8757 -23.6059 -23.6059 -62.642 84.7005
62 PULL 1 B 2 NONE 2.93799 12.8528 12.8528 -23.4066 -23.4066 -61.8255 84.8067
62 PULL 1 B 3 NONE 2.97009 12.8975 12.8975 -23.2939 -23.2939 -61.5525 85.0199
62 PULL 1 B 4 NONE 2.91291 12.9905 12.9905 -23.1089 -23.1089 -61.1008 83.3244
63 PULL 1 F 0 NONE 3.04828 12.9588 12.9588 -23.2603 -23.2603 -62.272 88.1537
63 PULL 1 F 1 NONE 2.99919 13.0295 13.0295 -23.1793 -23.1793 -62.0852 87.8872
63 PULL 1 F 2 NONE 2.98098 13.0167 13.0167 -23.2587 -23.2587 -61.073 86.42
63 PULL 1 F 3 NONE 2.99618 12.956 12.956 -23.0943 -23.0943 -62.9295 85.9221
63 PULL 1 F 4 NONE 2.92227 12.9705 12.9705 -23.1371 -23.1371 -64.3988 86.5109
64 PULL 1 C 0 NONE 3.05628 12.7936 12.7936 -23.2843 -23.2843 -61.2168 81.1397
64 PULL 1 C 1 NONE 2.91355 12.8389 12.8389 -23.3544 -23.3544 -62.4529 82.3118
64 PULL 1 C 2 NONE 3.04762 12.861 12.861 -23.5166 -23.5166 -60.8234 81.5569
64 PULL 1 C 3 NONE 2.9599 12.9453 12.9453 -23.6113 -23.6113 -61.6065 83.8451
64 PULL 1 C 4 NONE 2.97668 13.0088 13.0088 -23.6419 -23.6419 -62.2293 82.913
65 PULL 1 F 0 NONE 2.63105 13.0019 13.0019 -23.6211 -23.6211 -63.9289 88.3983
65 PULL 1 F 1 NONE 2.52221 12.9657 12.9657 -23.6641 -23.6641 -65.0801 88.2729
65 PULL 1 F 2 NONE 2.60185 12.9346 12.9346 -23.5461 -23.5461 -65.1116 87.7723
65 PULL 1 F 3 NONE 2.63428 13.0128 13.0128 -23.4276 -23.4276 -64.8401 88.5503
65 PULL 1 F 4 NONE 2.69912 13.0631 13.0631 -23.4279 -23.4279 -64.9185 87.1808
66 PULL 1 D 0 NONE 2.67204 12.9301 12.9301 -23.3842 -23.3842 -65.0112 88.5657
66 PULL 1 D 1 NONE 2.77214 12.9483 12.9483 -23.3629 -23.3629 -65.0023 87.1245
66 PULL 1 D 2 NONE 2.66289 13.0038 13.0038 -23.1618 -23.1618 -65.5778 87.2248
66 PULL 1 D 3 NONE 2.70784 12.9666 12.9666 -23.4484 -23.4484 -64.7617 87.3989
66 PULL 1 D 4 NONE 2.72074 13.0146 13.0146 -23.285 -23.285 -64.8672 86.8954
67 PULL 1 A 0 NONE 2.78779 12.9784 12.9784 -22.4567 -22.4567 -63.1485 79.3759
67 PULL 1 A 1 NONE 2.87384 12.9879 12.9879 -22.6622 -22.6622 -62.3445 79.5041
67 PULL 1 A 2 NONE 2.94856 12.9342 12.9342 -22.6158 -22.6158 -61.7569 79.1989
67 PULL 1 A 3 NONE 3.03749 12.9346 12.9346 -22.7091 -22.7091 -61.0963 80.5472
67 PULL 1 A 4 NONE 3.13949 12.9311 12.9311 -22.8105 -22.8105 -60.6522 81.7392
68 PULL 1 E 0 NONE 2.50649 13.0041 13.0041 -23.5936 -23.5936 -65.3955 83.2848
68 PULL 1 E 1 NONE 2.74162 13.0348 13.0348 -23.5905 -23.5905 -64.7929 83.6338
68 PULL 1 E 2 NONE 2.59972 13.0346 13.0346 -23.4042 -23.4042 -64.5545 82.8004
68 PULL 1 E 3 NONE 2.67023 13.0223 13.0223 -23.1556 -23.1556 -65.2538 84.0642
68 PULL 1 E 4 NONE 2.75733 12.9569 12.9569 -22.9187 -22.9187 -64.2756 84.3981
69 PULL 1 F 0 NONE 2.60952 12.9597 12.9597 -22.5589 -22.5589 -65.2619 78.2753
69 PULL 1 F 1 NONE 2.66168 13.1003 13.1003 -22.6282 -22.6282 -64.7073 77.8927
69 PULL 1 F 2 NONE 2.70912 13.0825 13.0825 -22.6977 -22.6977 -64.1527 77.7052
69 PULL 1 F 3 NONE 2.6306 13.0881 13.0881 -22.7172 -22.7172 -63.875 76.8797
69 PULL 1 F 4 NONE 2.60796 13.1065 13.1065 -22.7043 -22.7043 -64.4929 76.7061
70 PULL 1 A 0 NONE 2.68679 12.9864 12.9864 -23.1032 -23.1032 -65.1412 79.9846
70 PULL 1 A 1 NONE 2.79586 12.9487 12.9487 -23.0146 -23.0146 -64.9876 79.8914
70 PULL 1 A 2 NONE 2.73633 12.8989 12.8989 -23.0087 -23.0087 -64.2651 77.756
70 PULL 1 A 3 NONE 2.72161 13.0193 13.0193 -22.9603 -22.9603 -65.0023 78.2876
70 PULL 1 A 4 NONE 2.69933 12.9078 12.9078 -23.1273 -23.1273 -64.3575 79.0626
71 PULL 1 F 0 NONE 2.86136 12.9734 12.9734 -22.4136 -22.4136 -64.5765 79.3894
71 PULL 1 F 1 NONE 2.85974 12.8523 12.8523 -22.3314 -22.3314 -64.6216 78.7657
71 PULL 1 F 2 NONE 2.87644 13.0239 13.0239 -22.4347 -22.4347 -64.6727 79.4782
71 PULL 1 F 3 NONE 2.80245 13.0218 13.0218 -22.4766 -22.4766 -65.4074 78.1639
71 PULL 1 F 4 NONE 2.78455 13.0309 13.0309 -22.4971 -22.4971 -65.3315 79.052
72 PULL 1 D 0 NONE 2.83068 12.9161 12.9161 -23.2511 -23.2511 -63.7493 81.9293
72 PULL 1 D 1 NONE 2.80647 12.9607 12.9607 -23.3972 -23.3972 -64.0555 81.8386
72 PULL 1 D 2 NONE 2.70555 12.9993 12.9993 -23.4384 -23.4384 -64.8978 81.104
72 PULL 1 D 3 NONE 2.7833 13.0495 13.0495 -23.2313 -23.2313 -64.5443 82.6586
72 PULL 1 D 4 NONE 2.80281 12.9657 12.9657 -23.2358 -23.2358 -64.2345 81.9312
73 PULL 1 E 0 NONE 2.73835 12.93 12.93 -22.7774 -22.7774 -64.052 81.1611
73 PULL 1 E 1 NONE 2.79406 13.0212 13.0212 -22.8387 -22.8387 -64.267 81.2648
73 PULL 1 E 2 NONE 2.66804 12.9692 12.9692 -22.7395 -22.7395 -64.751 80.6031
73 PULL 1 E 3 NONE 2.6784 12.9276 12.9276 -22.9009 -22.9009 -64.7613 80.6604
73 PULL 1 E 4 NONE 2.71081 12.9802 12.9802 -22.9537 -22.9537 -65.1578 80.9466
74 PULL 1 E 0 NONE 2.862 12.9281 12.9281 -23.0437 -23.0437 -64.1365 87.5898
74 PULL 1 E 1 NONE 2.84774 12.9233 12.9233 -22.9257 -22.9257 -65.2842 88.1854
74 PULL 1 E 2 NONE 2.79623 12.9241 12.9241 -22.9174 -22.9174 -64.8747 86.9798
74 PULL 1 E 3 NONE 2.77167 13.0859 13.0859 -22.7693 -22.7693 -64.6807 85.7084
74 PULL 1 E 4 NONE 2.77855 12.9618 12.9618 -22.8698 -22.8698 -64.2754 85.6341
75 PULL 1 C 0 NONE 2.8596 12.983 12.983 -23.2371 -23.2371 -65.0559 86.9541
75 PULL 1 C 1 NONE 2.82192 13.0571 13.0571 -23.179 -23.179 -65.4796 85.2022
75 PULL 1 C 2 NONE 2.79024 12.9958 12.9958 -23.1813 -23.1813 -64.7889 84.9965
75 PULL 1 C 3 NONE 2.77668 12.9844 12.9844 -23.1684 -23.1684 -64.642 84.6338
75 PULL 1 C 4 NONE 2.73141 13.0118 13.0118 -23.276 -23.276 -64.7011 83.8455
76 PULL 1 F 0 NONE 2.90051 12.8802 12.8802 -23.6541 -23.6541 -62.3523 91.5025
76 PULL 1 F 1 NONE 2.92318 12.8499 12.8499 -23.526 -23.526 -61.979 91.3285
76 PULL 1 F 2 NONE 2.92235 12.9337 12.9337 -23.3483 -23.3483 -63.3873 89.5806
76 PULL 1 F 3 NONE 3.00401 12.983 12.983 -23.4086 -23.4086 -63.7202 89.2765
76 PULL 1 F 4 NONE 2.92078 12.9141 12.9141 -23.3155 -23.3155 -63.165 90.8116
77 PULL 1 F 0 NONE 2.9276 13.0257 13.0257 -23.7016 -23.7016 -63.5697 86.5225
77 PULL 1 F 1 NONE 2.94488 13.0243 13.0243 -23.4624 -23.4624 -63.4632 87.3735
77 PULL 1 F 2 NONE 2.9392 13.033 13.033 -23.4684 -23.4684 -63.2066 87.8608
77 PULL 1 F 3 NONE 3.01975 12.9465 12.9465 -23.588 -23.588 -63.1152 87.5802
77 PULL 1 F 4 NONE 3.00725 13.0307 13.0307 -23.5398 -23.5398 -64.5527 89.5216
78 PULL 1 F 0 NONE 3.10973 12.9451 12.9451 -23.9146 -23.9146 -65.2384 82.1463
78 PULL 1 F 1 NONE 2.97782 12.9135 12.9135 -24.1473 -24.1473 -64.4195 82.4132
78 PULL 1 F 2 NONE 2.91636 12.9415 12.9415 -24.1443 -24.1443 -65.3645 81.2181
78 PULL 1 F 3 NONE 3.08175 12.8592 12.8592 -24.2689 -24.2689 -64.9723 81.4703
78 PULL 1 F 4 NONE 2.98585 12.8553 12.8553 -24.1545 -24.1545 -65.5371 82.3325
79 PULL 1 D 0 NONE 3.13578 12.8524 12.8524 -23.4965 -23.4965 -63.2708 84.4013
79 PULL 1 D 1 NONE 3.18355 12.8576 12.8576 -23.6617 -23.6617 -62.3933 85.5731
79 PULL 1 D 2 NONE 3.04984 12.8934 12.8934 -23.5469 -23.5469 -63.3691 86.2775
79 PULL 1 D 3 NONE 3.04288 12.8148 12.8148 -23.3985 -23.3985 -63.874 86.1835
79 PULL 1 D 4 NONE 3.07349 12.7758 12.7758 -23.392 -23.392 -63.7729 86.4995
80 PULL 1 D 0 NONE 3.04535 12.8847 12.8847 -23.1583 -23.1583 -65.7975 86.519
80 PULL 1 D 1 NONE 3.03304 12.886 12.886 -23.2511 -23.2511 -65.2969 87.0112
80 PULL 1 D 2 NONE 3.06111 12.9453 12.9453 -23.2279 -23.2279 -65.2608 86.8687
80 PULL 1 D 3 NONE 2.93068 12.9154 12.9154 -23.0787 -23.0787 -65.1974 86.2146
80 PULL 1 D 4 NONE 3.07968 12.7044 12.7044 -22.9946 -22.9946 -64.617 86.8301
81 PULL 1 B 0 NONE 3.31841 12.8834 12.8834 -22.1862 -22.1862 -65.5935 85.417
81 PULL 1 B 1 NONE 3.30748 12.8362 12.8362 -22.2826 -22.2826 -65.1426 86.9607
81 PULL 1 B 2 NONE 3.32491 12.7747 12.7747 -22.3806 -22.3806 -64.9638 85.7251
81 PULL 1 B 3 NONE 3.23668 12.8057 12.8057 -22.2318 -22.2318 -65.1855 85.2719
81 PULL 1 B 4 NONE 3.31857 12.9052 12.9052 -22.1961 -22.1961 -64.878 86.44
82 PULL 1 F 0 NONE 3.24262 12.8717 12.8717 -22.6829 -22.6829 -62.4379 82.0303
82 PULL 1 F 1 NONE 3.1338 12.9544 12.9544 -22.658 -22.658 -62.0199 82.4011
82 PULL 1 F 2 NONE 3.09255 12.9076 12.9076 -22.5704 -22.5704 -60.9547 82.3746
82 PULL 1 F 3 NONE 3.09196 12.8494 12.8494 -22.6785 -22.6785 -63.1743 82.7661
82 PULL 1 F 4 NONE 3.08029 12.8112 12.8112 -22.7921 -22.7921 -63.4707 82.6237
83 PULL 1 B 0 NONE 3.16307 12.7769 12.7769 -23.4134 -23.4134 -64.0154 88.9197
83 PULL 1 B 1 NONE 3.18162 12.7188 12.7188 -23.348 -23.348 -64.4931 88.0649
83 PULL 1 B 2 NONE 3.1196 12.8493 12.8493 -23.4089 -23.4089 -63.8199 87.0077
83 PULL 1 B 3 NONE 3.117 12.8396 12.8396 -23.3074 -23.3074 -64.8732 86.3313
83 PULL 1 B 4 NONE 3.3059 12.7115 12.7115 -23.4779 -23.4779 -63.9371 87.2889
83 PULL 1 F 0 NONE 3.16302 12.7772 12.7772 -23.4125 -23.4125 -64.016 88.918
83 PULL 1 F 1 NONE 3.18159 12.7195 12.7195 -23.3455 -23.3455 -64.4952 88.0586
83 PULL 1 F 2 NONE 3.11749 12.8507 12.8507 -23.4065 -23.4065 -63.8657 87.0253
83 PULL 1 F 3 NONE 3.11899 12.822 12.822 -23.2986 -23.2986 -64.7077 86.3402
83 PULL 1 F 4 NONE 3.2978 12.7128 12.7128 -23.4692 -23.4692 -63.9785 87.2736
84 PULL 1 F 0 NONE 2.91506 12.8604 12.8604 -23.1154 -23.1154 -63.5158 88.4329
84 PULL 1 F 1 NONE 2.98226 12.789 12.789 -22.9484 -22.9484 -63.0422 88.3914
84 PULL 1 F 2 NONE 3.07275 12.9079 12.9079 -23.0822 -23.0822 -62.9137 87.1724
84 PULL 1 F 3 NONE 3.00947 12.8654 12.8654 -23.2166 -23.2166 -62.7518 87.531
84 PULL 1 F 4 NONE 2.96961 12.8278 12.8278 -23.0134 -23.0134 -63.9079 87.8772
85 PULL 1 C 0 NONE 2.95782 12.8366 12.8366 -22.5037 -22.5037 -65.2337 79.8232
85 PULL 1 C 1 NONE 2.93907 12.8149 12.8149 -22.3619 -22.3619 -65.4067 80.8903
85 PULL 1 C 2 NONE 2.91166 12.8476 12.8476 -22.3171 -22.3171 -65.5008 83.8866
85 PULL 1 C 3 NONE 2.90523 12.927 12.927 -22.5029 -22.5029 -65.8358 83.4961
85 PULL 1 C 4 NONE 2.86996 12.8605 12.8605 -22.6628 -22.6628 -65.5266 82.6637
86 PULL 1 B 0 NONE 2.88283 12.9568 12.9568 -22.883 -22.883 -63.478 86.1276
86 PULL 1 B 1 NONE 2.96847 12.7984 12.7984 -22.7129 -22.7129 -63.7893 85.95
86 PULL 1 B 2 NONE 2.90907 12.8729 12.8729 -22.5828 -22.5828 -64.226 84.548
86 PULL 1 B 3 NONE 3.02961 12.8621 12.8621 -22.6219 -22.6219 -63.766 83.2029
86 PULL 1 B 4 NONE 2.99127 12.8059 12.8059 -22.5181 -22.5181 -63.7013 84.3617
87 PULL 1 F 0 NONE 3.09588 12.8582 12.8582 -22.7658 -22.7658 -63.7519 82.0386
87 PULL 1 F 1 NONE 3.16505 12.9297 12.9297 -22.6378 -22.6378 -65.5791 81.2646
87 PULL 1 F 2 NONE 3.00751 12.9885 12.9885 -22.7321 -22.7321 -65.9491 81.7845
87 PULL 1 F 3 NONE 3.15972 12.9484 12.9484 -22.5031 -22.5031 -65.0584 81.6852
87 PULL 1 F 4 NONE 3.22237 12.8489 12.8489 -22.4424 -22.4424 -64.9616 82.5175
88 PULL 1 D 0 NONE 3.28064 12.9007 12.9007 -22.4956 -22.4956 -65.3248 84.8161
88 PULL 1 D 1 NONE 3.17972 12.9399 12.9399 -22.488 -22.488 -65.3515 85.3465
88 PULL 1 D 2 NONE 3.17752 12.9071 12.9071 -22.5658 -22.5658 -65.3466 85.0778
88 PULL 1 D 3 NONE 3.16572 12.8802 12.8802 -22.661 -22.661 -65.163 85.4651
88 PULL 1 D 4 NONE 3.15579 12.8232 12.8232 -22.5436 -22.5436 -64.6765 84.9921
89 PULL 1 F 0 NONE 3.2028 13.0169 13.0169 -22.1855 -22.1855 -65.6791 85.6738
89 PULL 1 F 1 NONE 3.14332 12.9193 12.9193 -22.2444 -22.2444 -65.4892 84.2044
89 PULL 1 F 2 NONE 3.18365 12.9053 12.9053 -22.2185 -22.2185 -65.2673 83.6477
89 PULL 1 F 3 NONE 3.15439 12.9485 12.9485 -21.9081 -21.9081 -65.7958 82.947
89 PULL 1 F 4 NONE 3.24247 13.0513 13.0513 -22.0068 -22.0068 -65.0864 82.7893
90 PULL 1 F 0 NONE 3.25335 12.9643 12.9643 -22.7707 -22.7707 -62.2032 84.5654
90 PULL 1 F 1 NONE 3.27361 12.9965 12.9965 -22.5303 -22.5303 -63.3497 82.4778
90 PULL 1 F 2 NONE 3.20352 12.9254 12.9254 -22.6011 -22.6011 -62.8773 83.5134
90 PULL 1 F 3 NONE 3.22239 12.8204 12.8204 -22.5717 -22.5717 -62.3356 82.5513
90 PULL 1 F 4 NONE 3.25855 12.871 12.871 -22.2715 -22.2715 -62.1377 83.621
91 PULL 1 C 0 NONE 3.39646 12.8037 12.8037 -23.4639 -23.4639 -64.4567 92.893
91 PULL 1 C 1 NONE 3.41256 12.8125 12.8125 -23.2598 -23.2598 -64.3753 92.4967
91 PULL 1 C 2 NONE 3.37428 12.7882 12.7882 -23.0231 -23.0231 -63.9794 92.3137
91 PULL 1 C 3 NONE 3.51364 12.7493 12.7493 -23.0761 -23.0761 -63.9663 91.7762
91 PULL 1 C 4 NONE 3.37928 12.7508 12.7508 -23.1293 -23.1293 -63.644 91.3938
92 PULL 1 C 0 NONE 3.27091 12.8603 12.8603 -23.4348 -23.4348 -64.4234 82.8756
92 PULL 1 C 1 NONE 3.24879 12.9005 12.9005 -23.3808 -23.3808 -64.5549 81.8189
92 PULL 1 C 2 NONE 3.25493 12.9451 12.9451 -23.1219 -23.1219 -65.0044 82.313
92 PULL 1 C 3 NONE 3.19531 12.8296 12.8296 -22.9947 -22.9947 -64.6551 80.7881
92 PULL 1 C 4 NONE 3.18421 12.9309 12.9309 -23.0648 -23.0648 -63.9937 79.8205
93 PULL 1 F 0 NONE 3.27921 12.867 12.867 -23.3787 -23.3787 -64.2097 92.0343
93 PULL 1 F 1 NONE 3.28911 12.849 12.849 -23.429 -23.429 -63.3109 92.3326
93 PULL 1 F 2 NONE 3.27295 12.8908 12.8908 -23.5113 -23.5113 -62.9931 91.4422
93 PULL 1 F 3 NONE 3.32052 12.9571 12.9571 -23.5685 -23.5685 -63.4756 91.8868
93 PULL 1 F 4 NONE 3.35642 12.9189 12.9189 -23.4882 -23.4882 -64.1351 91.6639
94 PULL 1 E 0 NONE 3.14502 12.9424 12.9424 -22.7342 -22.7342 -61.6997 89.8356
94 PULL 1 E 1 NONE 3.12302 12.9226 12.9226 -22.421 -22.421 -62.8836 89.7924
94 PULL 1 E 2 NONE 3.27055 12.9708 12.9708 -22.2996 -22.2996 -63.4734 89.6826
94 PULL 1 E 3 NONE 3.27786 13.0222 13.0222 -22.3689 -22.3689 -62.8551 88.6829
94 PULL 1 E 4 NONE 3.12927 12.9941 12.9941 -22.3963 -22.3963 -64.0388 89.2238
95 PULL 1 A 0 NONE 3.42337 12.8241 12.8241 -22.4219 -22.4219 -62.5115 86.5628
95 PULL 1 A 1 NONE 3.27692 12.8865 12.8865 -22.511 -22.511 -62.7699 87.1784
95 PULL 1 A 2 NONE 3.41321 12.9293 12.9293 -22.5668 -22.5668 -62.9675 88.4355
95 PULL 1 A 3 NONE 3.25801 12.9648 12.9648 -22.6806 -22.6806 -63.5621 89.5177
95 PULL 1 A 4 NONE 3.29608 12.8917 12.8917 -22.6344 -22.6344 -63.0803 88.6975
96 PULL 1 B 0 NONE 3.04599 12.9703 12.9703 -22.5758 -22.5758 -63.5952 80.5129
96 PULL 1 B 1 NONE 3.12701 12.8408 12.8408 -22.2894 -22.2894 -62.5717 80.5565
96 PULL 1 B 2 NONE 3.17425 12.9657 12.9657 -22.5549 -22.5549 -63.1592 79.278
96 PULL 1 B 3 NONE 3.02825 12.92 12.92 -22.6035 -22.6035 -63.6299 80.634
96 PULL 1 B 4 NONE 3.03092 12.9015 12.9015 -22.7506 -22.7506 -62.9752 80.7191
97 PULL 1 C 0 NONE 3.01269 13.0609 13.0609 -22.5248 -22.5248 -63.175 82.4576
97 PULL 1 C 1 NONE 3.09247 13.0745 13.0745 -22.5024 -22.5024 -62.8233 83.161
97 PULL 1 C 2 NONE 3.03727 13.1198 13.1198 -22.7085 -22.7085 -63.4746 81.6022
97 PULL 1 C 3 NONE 3.11145 13.0185 13.0185 -22.5927 -22.5927 -63.2806 80.6207
97 PULL 1 C 4 NONE 3.08006 12.9271 12.9271 -22.6566 -22.6566 -63.8057 82.5956
98 PULL 1 C 0 NONE 2.84413 13.1021 13.1021 -22.5096 -22.5096 -64.8127 82.6682
98 PULL 1 C 1 NONE 3.09033 13.0171 13.0171 -22.2873 -22.2873 -62.0697 83.9459
98 PULL 1 C 2 NONE 2.98194 13.0999 13.0999 -22.3279 -22.3279 -62.4605 83.3512
98 PULL 1 C 3 NONE 2.96251 13.1104 13.1104 -22.2431 -22.2431 -62.174 83.9023
98 PULL 1 C 4 NONE 3.05421 13.1813 13.1813 -22.2054 -22.2054 -63.1618 83.2793
99 PULL 1 A 0 NONE 3.0869 12.9579 12.9579 -21.3667 -21.3667 -63.3353 87.051
99 PULL 1 A 1 NONE 2.98822 13.0218 13.0218 -21.4354 -21.4354 -62.8472 87.9208
99 PULL 1 A 2 NONE 3.01734 13.0066 13.0066 -21.5728 -21.5728 -63.2933 86.989
99 PULL 1 A 3 NONE 3.12976 12.9924 12.9924 -21.5729 -21.5729 -62.3303 88.9959
99 PULL 1 A 4 NONE 3.06898 12.8864 12.8864 -21.2912 -21.2912 -62.946 90.7893
100 PULL 1 A 0 NONE 3.45543 12.9116 12.9116 -21.4251 -21.4251 -62.921 92.6745
100 PULL 1 A 1 NONE 3.37261 12.9234 12.9234 -21.2808 -21.2808 -63.6032 91.023
100 PULL 1 A 2 NONE 3.42078 12.9113 12.9113 -21.4004 -21.4004 -62.5093 91.3348
100 PULL 1 A 3 NONE 3.33877 13.011 13.011 -21.2397 -21.2397 -64.3472 92.1779
100 PULL 1 A 4 NONE 3.27907 12.9992 12.9992 -21.2268 -21.2268 -63.7103 91.4829
101 PULL 1 E 0 NONE 2.97238 12.9745 12.9745 -21.7831 -21.7831 -65.8652 87.9608
101 PULL 1 E 1 NONE 3.06121 12.9754 12.9754 -21.5157 -21.5157 -65.4822 87.2655
101 PULL 1 E 2 NONE 3.09649 12.9315 12.9315 -21.5133 -21.5133 -65.1471 87.356
101 PULL 1 E 3 NONE 3.04874 12.9528 12.9528 -21.2294 -21.2294 -65.1552 86.9528
101 PULL 1 E 4 NONE 2.89281 13.0357 13.0357 -21.373 -21.373 -66.1648 88.4982
102 PULL 1 C 0 NONE 3.33744 12.8434 12.8434 -21.3248 -21.3248 -62.6762 90.7823
102 PULL 1 C 1 NONE 3.268 12.8645 12.8645 -21.2832 -21.2832 -63.6758 88.8579
102 PULL 1 C 2 NONE 3.34389 12.8585 12.8585 -21.2566 -21.2566 -63.4641 88.6104
102 PULL 1 C 3 NONE 3.28256 12.8601 12.8601 -21.0621 -21.0621 -64.3568 90.8524
