#CYCLE MODE MOVEINDEX MOVE FRAME RMSD_ALL RMSD_FOLDED RGYR_ALL RGYR_FOLDED Z_ALL Z_FOLDED Z_NTER THET
244 PULL 1 B 4 NONE 3.50824 13.0707 13.0707 -19.6415 -19.6415 -65.1608 77.0537
245 PULL 1 F 0 NONE 3.46408 13.0396 13.0396 -20.2725 -20.2725 -64.6701 74.1199
245 PULL 1 F 1 NONE 3.48769 12.9445 12.9445 -20.2695 -20.2695 -64.7631 73.6742
245 PULL 1 F 2 NONE 3.49224 12.9012 12.9012 -20.268 -20.268 -64.7042 73.8575
245 PULL 1 F 3 NONE 3.54631 13.0003 13.0003 -20.3628 -20.3628 -64.6537 75.9837
245 PULL 1 F 4 NONE 3.49029 12.9396 12.9396 -20.183 -20.183 -64.9257 74.3054
246 PULL 1 B 0 NONE 3.5044 13.1872 13.1872 -19.7279 -19.7279 -63.1114 76.6228
246 PULL 1 B 1 NONE 3.49602 13.1656 13.1656 -19.7157 -19.7157 -63.1853 76.0075
246 PULL 1 B 2 NONE 3.36893 13.1668 13.1668 -19.7382 -19.7382 -62.6359 76.8115
246 PULL 1 B 3 NONE 3.43585 13.1255 13.1255 -19.7157 -19.7157 -63.0929 76.4267
246 PULL 1 B 4 NONE 3.47806 13.105 13.105 -19.9165 -19.9165 -62.6589 76.9637
247 PULL 1 C 0 NONE 3.32938 13.1223 13.1223 -19.8304 -19.8304 -64.91 75.7611
247 PULL 1 C 1 NONE 3.346 13.0383 13.0383 -19.7761 -19.7761 -65.1123 74.0536
247 PULL 1 C 2 NONE 3.42683 13.0285 13.0285 -19.8438 -19.8438 -64.2233 75.6315
247 PULL 1 C 3 NONE 3.4788 13.0388 13.0388 -19.824 -19.824 -64.1374 76.5676
247 PULL 1 C 4 NONE 3.40983 12.991 12.991 -19.8423 -19.8423 -64.1904 74.5528
248 PULL 1 B 0 NONE 3.6071 13.0705 13.0705 -19.8349 -19.8349 -66.0913 75.6788
248 PULL 1 B 1 NONE 3.65298 12.9353 12.9353 -19.806 -19.806 -65.7747 74.7715
248 PULL 1 B 2 NONE 3.74592 12.9509 12.9509 -19.9446 -19.9446 -65.5135 74.2986
248 PULL 1 B 3 NONE 3.72301 12.97 12.97 -19.796 -19.796 -65.2909 75.4332
248 PULL 1 B 4 NONE 3.6186 12.9588 12.9588 -19.6732 -19.6732 -65.8096 76.8634
249 PULL 1 B 0 NONE 3.40952 13.0005 13.0005 -19.6769 -19.6769 -64.9978 72.2971
249 PULL 1 B 1 NONE 3.48467 13.0655 13.0655 -19.6549 -19.6549 -65.4002 72.5637
249 PULL 1 B 2 NONE 3.49295 13.0655 13.0655 -19.822 -19.822 -65.2385 72.1424
249 PULL 1 B 3 NONE 3.61726 12.928 12.928 -19.5311 -19.5311 -66.0659 71.4339
249 PULL 1 B 4 NONE 3.63906 12.9143 12.9143 -19.5992 -19.5992 -65.7541 71.4648
250 PULL 1 E 0 NONE 3.36487 12.9839 12.9839 -20.2731 -20.2731 -65.1325 76.8927
250 PULL 1 E 1 NONE 3.38318 12.9508 12.9508 -20.2812 -20.2812 -65.1974 76.5018
250 PULL 1 E 2 NONE 3.49274 12.999 12.999 -20.174 -20.174 -65.6319 75.7285
250 PULL 1 E 3 NONE 3.38634 13.0058 13.0058 -20.2209 -20.2209 -65.2356 76.3239
250 PULL 1 E 4 NONE 3.39107 13.0205 13.0205 -20.2574 -20.2574 -65.0222 76.8465
251 PULL 1 E 0 NONE 3.19869 13.2196 13.2196 -20.7263 -20.7263 -65.8587 71.0617
251 PULL 1 E 1 NONE 3.33303 13.2532 13.2532 -20.3772 -20.3772 -65.9433 71.611
251 PULL 1 E 2 NONE 3.17155 13.3224 13.3224 -20.38 -20.38 -66.0841 70.9475
251 PULL 1 E 3 NONE 3.20651 13.1872 13.1872 -20.526 -20.526 -65.7114 71.8344
251 PULL 1 E 4 NONE 3.26459 13.2678 13.2678 -20.3882 -20.3882 -65.9543 72.5899
252 PULL 1 D 0 NONE 3.2491 13.0522 13.0522 -20.729 -20.729 -65.4996 78.8244
252 PULL 1 D 1 NONE 3.2435 13.0635 13.0635 -20.8293 -20.8293 -66.08 78.0556
252 PULL 1 D 2 NONE 3.01557 13.0661 13.0661 -20.8858 -20.8858 -66.0263 79.0281
252 PULL 1 D 3 NONE 3.2117 13.0302 13.0302 -20.9621 -20.9621 -65.481 79.4836
252 PULL 1 D 4 NONE 3.28837 13.0567 13.0567 -20.9135 -20.9135 -65.2501 79.3979
253 PULL 1 C 0 NONE 3.31996 13.0113 13.0113 -19.596 -19.596 -65.3365 75.618
253 PULL 1 C 1 NONE 3.35682 13.0232 13.0232 -19.5772 -19.5772 -65.709 76.0279
253 PULL 1 C 2 NONE 3.35808 13.0398 13.0398 -19.4376 -19.4376 -65.3342 76.0858
253 PULL 1 C 3 NONE 3.37107 13.0746 13.0746 -19.4486 -19.4486 -65.1567 76.7799
253 PULL 1 C 4 NONE 3.43464 12.9752 12.9752 -19.4085 -19.4085 -64.6639 75.9103
254 PULL 1 F 0 NONE 3.45918 12.9198 12.9198 -19.6052 -19.6052 -64.6966 76.8558
254 PULL 1 F 1 NONE 3.40941 12.9853 12.9853 -19.546 -19.546 -65.6094 77.6908
254 PULL 1 F 2 NONE 3.43877 12.9176 12.9176 -19.634 -19.634 -64.8656 77.4414
254 PULL 1 F 3 NONE 3.41897 12.9711 12.9711 -19.7732 -19.7732 -65.6965 76.8166
254 PULL 1 F 4 NONE 3.37721 12.9777 12.9777 -19.7079 -19.7079 -65.6068 76.1721
255 PULL 1 C 0 NONE 3.46984 13.1058 13.1058 -19.9516 -19.9516 -65.6314 79.4557
255 PULL 1 C 1 NONE 3.42797 13.1378 13.1378 -19.8517 -19.8517 -65.7325 79.3666
255 PULL 1 C 2 NONE 3.179 13.0687 13.0687 -20.0411 -20.0411 -65.7097 79.9561
255 PULL 1 C 3 NONE 3.39249 13.1374 13.1374 -20.0167 -20.0167 -65.5307 79.7043
255 PULL 1 C 4 NONE 3.43759 13.1145 13.1145 -20.0461 -20.0461 -65.7835 79.6307
256 PULL 1 D 0 NONE 3.53022 12.9708 12.9708 -20.0459 -20.0459 -65.6626 80.2759
256 PULL 1 D 1 NONE 3.43388 13.0491 13.0491 -20.0252 -20.0252 -65.5381 80.9718
256 PULL 1 D 2 NONE 3.45912 13.0075 13.0075 -20.0608 -20.0608 -65.1743 80.9989
256 PULL 1 D 3 NONE 3.44299 12.9585 12.9585 -20.2942 -20.2942 -64.8513 80.2698
256 PULL 1 D 4 NONE 3.45778 13.0745 13.0745 -20.2893 -20.2893 -65.3065 80.3945
257 PULL 1 B 0 NONE 3.32928 12.9301 12.9301 -19.8919 -19.8919 -65.1997 76.204
257 PULL 1 B 1 NONE 3.30369 12.8876 12.8876 -19.9394 -19.9394 -65.0075 76.7729
257 PULL 1 B 2 NONE 3.40391 12.9747 12.9747 -19.7635 -19.7635 -65.2826 77.1024
257 PULL 1 B 3 NONE 3.46087 13.011 13.011 -19.8588 -19.8588 -64.8676 77.7806
257 PULL 1 B 4 NONE 3.51553 13.0929 13.0929 -19.7351 -19.7351 -65.8929 75.9653
258 PULL 1 F 0 NONE 3.59226 12.8764 12.8764 -20.1296 -20.1296 -64.6636 82.5076
258 PULL 1 F 1 NONE 3.48057 12.8525 12.8525 -20.3049 -20.3049 -64.7761 81.7344
258 PULL 1 F 2 NONE 3.36695 13.0243 13.0243 -20.3221 -20.3221 -64.9355 80.5037
258 PULL 1 F 3 NONE 3.43724 13.041 13.041 -20.2892 -20.2892 -65.0515 79.7926
258 PULL 1 F 4 NONE 3.56137 12.9481 12.9481 -20.1455 -20.1455 -64.4341 79.8658
259 PULL 1 D 0 NONE 3.4907 13.0216 13.0216 -20.3219 -20.3219 -65.0035 79.1603
259 PULL 1 D 1 NONE 3.65973 13.0453 13.0453 -20.3159 -20.3159 -64.6861 78.4691
259 PULL 1 D 2 NONE 3.64414 13.042 13.042 -20.2015 -20.2015 -64.7758 79.3832
259 PULL 1 D 3 NONE 3.61084 13.1322 13.1322 -20.2401 -20.2401 -65.046 80.7208
259 PULL 1 D 4 NONE 3.63466 13.1187 13.1187 -20.2453 -20.2453 -65.4155 81.8844
260 PULL 1 B 0 NONE 3.6336 12.9607 12.9607 -20.4304 -20.4304 -64.5389 80.8621
260 PULL 1 B 1 NONE 3.50738 13.0627 13.0627 -20.3878 -20.3878 -64.4429 79.9272
260 PULL 1 B 2 NONE 3.56196 13.1297 13.1297 -20.4683 -20.4683 -64.2834 79.6063
260 PULL 1 B 3 NONE 3.68198 13.0342 13.0342 -20.3871 -20.3871 -64.7285 78.5122
260 PULL 1 B 4 NONE 3.71509 13.0179 13.0179 -20.4323 -20.4323 -64.8432 77.7837
261 PULL 1 C 0 NONE 3.53881 13.0608 13.0608 -20.4439 -20.4439 -64.9318 82.5149
261 PULL 1 C 1 NONE 3.54745 13.1136 13.1136 -20.3437 -20.3437 -65.2465 82.7177
261 PULL 1 C 2 NONE 3.82795 13.0531 13.0531 -20.5474 -20.5474 -64.9053 83.3069
261 PULL 1 C 3 NONE 3.79475 12.9995 12.9995 -20.3583 -20.3583 -64.5103 81.8476
261 PULL 1 C 4 NONE 3.71448 12.9814 12.9814 -20.038 -20.038 -65.099 81.484
261 PULL 1 D 0 NONE 3.53865 13.0607 13.0607 -20.4446 -20.4446 -64.9309 82.5169
261 PULL 1 D 1 NONE 3.54941 13.1032 13.1032 -20.3477 -20.3477 -65.2365 82.7303
261 PULL 1 D 2 NONE 3.80987 13.0455 13.0455 -20.5558 -20.5558 -64.7819 83.4326
261 PULL 1 D 3 NONE 3.8144 13.0111 13.0111 -20.3509 -20.3509 -64.7319 82.0599
261 PULL 1 D 4 NONE 3.72499 12.987 12.987 -20.035 -20.035 -65.1914 81.8109
262 PULL 1 E 0 NONE 3.48401 13.0715 13.0715 -20.2187 -20.2187 -65.2135 81.4076
262 PULL 1 E 1 NONE 3.55404 13.0006 13.0006 -20.1879 -20.1879 -65.1917 82.1097
262 PULL 1 E 2 NONE 3.49625 12.9941 12.9941 -20.0682 -20.0682 -65.2793 82.0175
262 PULL 1 E 3 NONE 3.55552 12.9093 12.9093 -20.0312 -20.0312 -65.0945 82.6979
262 PULL 1 E 4 NONE 3.65514 12.9117 12.9117 -19.9974 -19.9974 -65.3637 83.4702
263 PULL 1 C 0 NONE 3.42788 13.156 13.156 -19.7715 -19.7715 -65.6227 81.3788
263 PULL 1 C 1 NONE 3.49211 13.1131 13.1131 -19.7169 -19.7169 -65.2863 80.097
263 PULL 1 C 2 NONE 3.46332 13.1163 13.1163 -19.7229 -19.7229 -65.6694 79.1374
263 PULL 1 C 3 NONE 3.43944 13.0218 13.0218 -19.8643 -19.8643 -65.0666 78.4039
263 PULL 1 C 4 NONE 3.42875 13.0354 13.0354 -19.7959 -19.7959 -65.5312 79.0239
264 PULL 1 F 0 NONE 3.33465 13.0128 13.0128 -20.8821 -20.8821 -64.5244 79.3975
264 PULL 1 F 1 NONE 3.28892 12.9646 12.9646 -20.9324 -20.9324 -65.121 78.147
264 PULL 1 F 2 NONE 3.3079 12.9268 12.9268 -21.0343 -21.0343 -64.648 77.879
264 PULL 1 F 3 NONE 3.17546 12.9853 12.9853 -21.0117 -21.0117 -64.8954 78.8335
264 PULL 1 F 4 NONE 3.21274 12.888 12.888 -20.8649 -20.8649 -64.8256 78.7352
265 PULL 1 E 0 NONE 3.5709 12.8911 12.8911 -20.013 -20.013 -64.4345 81.1034
265 PULL 1 E 1 NONE 3.46597 12.9279 12.9279 -20.0843 -20.0843 -64.7513 79.6698
265 PULL 1 E 2 NONE 3.45437 12.9145 12.9145 -20.1786 -20.1786 -65.01 79.1907
265 PULL 1 E 3 NONE 3.4472 12.9856 12.9856 -20.403 -20.403 -64.5533 78.9179
265 PULL 1 E 4 NONE 3.5132 13.0223 13.0223 -20.3912 -20.3912 -65.2586 78.5726
266 PULL 1 B 0 NONE 3.5957 12.9063 12.9063 -20.1448 -20.1448 -64.9279 83.1787
266 PULL 1 B 1 NONE 3.60273 12.9704 12.9704 -20.1153 -20.1153 -64.1588 83.5159
266 PULL 1 B 2 NONE 3.53509 13.0091 13.0091 -20.0678 -20.0678 -64.7477 82.8031
266 PULL 1 B 3 NONE 3.42471 12.9883 12.9883 -19.926 -19.926 -64.8085 81.0832
266 PULL 1 B 4 NONE 3.44993 13.0947 13.0947 -19.9117 -19.9117 -64.7167 81.0061
267 PULL 1 F 0 NONE 3.15512 13.0127 13.0127 -20.0612 -20.0612 -64.7067 83.6409
267 PULL 1 F 1 NONE 3.32245 12.9728 12.9728 -19.8361 -19.8361 -64.7118 84.0878
267 PULL 1 F 2 NONE 3.37585 12.9459 12.9459 -19.6996 -19.6996 -64.1547 84.7666
267 PULL 1 F 3 NONE 3.25877 12.9828 12.9828 -19.8657 -19.8657 -64.6401 83.413
267 PULL 1 F 4 NONE 3.47315 12.9128 12.9128 -19.7526 -19.7526 -64.8941 83.8899
268 PULL 1 C 0 NONE 3.60408 12.9641 12.9641 -20.0101 -20.0101 -64.5352 81.5262
268 PULL 1 C 1 NONE 3.62358 12.9788 12.9788 -20.0482 -20.0482 -64.5181 80.069
268 PULL 1 C 2 NONE 3.6041 13.0048 13.0048 -19.8389 -19.8389 -64.6662 79.1932
268 PULL 1 C 3 NONE 3.55304 13.0685 13.0685 -19.7914 -19.7914 -65.2623 79.0104
268 PULL 1 C 4 NONE 3.58607 12.9006 12.9006 -19.9435 -19.9435 -65.0548 79.4197
269 PULL 1 F 0 NONE 3.44136 12.9444 12.9444 -19.9485 -19.9485 -65.7798 79.4436
269 PULL 1 F 1 NONE 3.39086 12.9765 12.9765 -19.7583 -19.7583 -65.5251 78.9946
269 PULL 1 F 2 NONE 3.48415 12.9895 12.9895 -19.7613 -19.7613 -65.2486 80.4683
269 PULL 1 F 3 NONE 3.40511 12.8758 12.8758 -19.6934 -19.6934 -65.0405 80.8408
269 PULL 1 F 4 NONE 3.33341 12.9448 12.9448 -19.7757 -19.7757 -64.5119 79.1431
270 PULL 1 A 0 NONE 3.30564 13.084 13.084 -20.2733 -20.2733 -65.4184 81.2313
270 PULL 1 A 1 NONE 3.31492 12.8692 12.8692 -20.0296 -20.0296 -65.2997 81.4003
270 PULL 1 A 2 NONE 3.35248 12.8958 12.8958 -19.9953 -19.9953 -65.4634 81.4987
270 PULL 1 A 3 NONE 3.39309 12.8882 12.8882 -20.1144 -20.1144 -65.0781 81.5041
270 PULL 1 A 4 NONE 3.39754 12.9008 12.9008 -20.0828 -20.0828 -65.3626 80.0212
271 PULL 1 B 0 NONE 3.43412 12.9381 12.9381 -20.6243 -20.6243 -65.5766 83.2266
271 PULL 1 B 1 NONE 3.5565 12.8696 12.8696 -20.6343 -20.6343 -65.0648 83.3909
271 PULL 1 B 2 NONE 3.3918 12.914 12.914 -20.5328 -20.5328 -64.9531 83.8378
271 PULL 1 B 3 NONE 3.41584 12.8684 12.8684 -20.4824 -20.4824 -65.2638 84.1956
271 PULL 1 B 4 NONE 3.34717 12.8985 12.8985 -20.6627 -20.6627 -65.6972 84.5144
272 PULL 1 E 0 NONE 3.52261 13.0002 13.0002 -19.7939 -19.7939 -63.3231 78.6211
272 PULL 1 E 1 NONE 3.46856 12.9657 12.9657 -19.5551 -19.5551 -63.1053 78.0242
272 PULL 1 E 2 NONE 3.55163 12.9829 12.9829 -19.5407 -19.5407 -64.0301 77.9512
272 PULL 1 E 3 NONE 3.46298 12.9251 12.9251 -19.6652 -19.6652 -63.6832 78.7641
272 PULL 1 E 4 NONE 3.38625 13.0172 13.0172 -19.6774 -19.6774 -63.9038 78.1261
273 PULL 1 B 0 NONE 3.36544 13.0215 13.0215 -20.2862 -20.2862 -65.7165 77.1905
273 PULL 1 B 1 NONE 3.25726 13.0083 13.0083 -20.2231 -20.2231 -64.9607 77.2773
273 PULL 1 B 2 NONE 3.42525 12.9573 12.9573 -20.114 -20.114 -64.8457 77.7246
273 PULL 1 B 3 NONE 3.35676 13.0627 13.0627 -20.0266 -20.0266 -65.3983 77.6798
273 PULL 1 B 4 NONE 3.40945 13.0327 13.0327 -20.1042 -20.1042 -65.154 77.8601
274 PULL 1 D 0 NONE 3.52349 12.935 12.935 -19.8023 -19.8023 -65.5472 73.8481
274 PULL 1 D 1 NONE 3.50218 12.8974 12.8974 -19.8155 -19.8155 -65.3767 74.2497
274 PULL 1 D 2 NONE 3.62665 12.9524 12.9524 -19.8965 -19.8965 -65.3945 73.9404
274 PULL 1 D 3 NONE 3.54073 12.8876 12.8876 -19.8121 -19.8121 -65.007 74.4243
274 PULL 1 D 4 NONE 3.63618 12.9128 12.9128 -19.8155 -19.8155 -65.1641 73.9508
275 PULL 1 A 0 NONE 3.34455 13.015 13.015 -19.9392 -19.9392 -65.9867 73.9274
275 PULL 1 A 1 NONE 3.29419 12.977 12.977 -20.127 -20.127 -65.0759 73.9472
275 PULL 1 A 2 NONE 3.38419 13.1032 13.1032 -20.0547 -20.0547 -65.5168 73.2982
275 PULL 1 A 3 NONE 3.36695 13.0725 13.0725 -20.0489 -20.0489 -65.6453 71.667
275 PULL 1 A 4 NONE 3.37053 13.1011 13.1011 -20.2486 -20.2486 -65.3042 71.543
276 PULL 1 A 0 NONE 3.37874 13.0002 13.0002 -19.6612 -19.6612 -64.1158 81.0081
276 PULL 1 A 1 NONE 3.49275 12.9635 12.9635 -19.7151 -19.7151 -64.3792 79.578
276 PULL 1 A 2 NONE 3.49968 13.0492 13.0492 -19.7748 -19.7748 -64.6318 79.5254
276 PULL 1 A 3 NONE 3.37183 13.1021 13.1021 -19.8648 -19.8648 -65.0885 79.2442
276 PULL 1 A 4 NONE 3.39332 13.0149 13.0149 -19.9646 -19.9646 -64.6405 78.7359
277 PULL 1 B 0 NONE 3.413 12.9918 12.9918 -20.0229 -20.0229 -65.5064 77.3569
277 PULL 1 B 1 NONE 3.49534 12.9291 12.9291 -19.8592 -19.8592 -65.7378 75.9802
277 PULL 1 B 2 NONE 3.44508 12.9642 12.9642 -19.9351 -19.9351 -65.1115 76.0151
277 PULL 1 B 3 NONE 3.53471 12.9426 12.9426 -19.9132 -19.9132 -65.2194 76.8771
277 PULL 1 B 4 NONE 3.53607 13.0741 13.0741 -19.9779 -19.9779 -65.2601 76.5392
278 PULL 1 E 0 NONE 3.52604 13.014 13.014 -19.8817 -19.8817 -64.3553 80.1822
278 PULL 1 E 1 NONE 3.57698 13.014 13.014 -19.6848 -19.6848 -64.3796 81.3374
278 PULL 1 E 2 NONE 3.62621 13.0434 13.0434 -19.6016 -19.6016 -65.1484 80.3339
278 PULL 1 E 3 NONE 3.7084 12.9874 12.9874 -19.4235 -19.4235 -64.6807 79.1058
278 PULL 1 E 4 NONE 3.57334 12.9571 12.9571 -19.5489 -19.5489 -64.486 77.8592
279 PULL 1 C 0 NONE 3.44883 13.0535 13.0535 -20.1199 -20.1199 -63.2976 75.1957
279 PULL 1 C 1 NONE 3.44279 13.0414 13.0414 -20.2702 -20.2702 -63.0119 75.9628
279 PULL 1 C 2 NONE 3.39653 13.034 13.034 -20.0957 -20.0957 -63.6023 74.7673
279 PULL 1 C 3 NONE 3.41365 13.0235 13.0235 -20.1802 -20.1802 -62.1673 74.2181
279 PULL 1 C 4 NONE 3.33754 12.998 12.998 -20.1606 -20.1606 -63.0511 74.5046
280 PULL 1 E 0 NONE 3.59369 12.9308 12.9308 -20.0509 -20.0509 -62.3469 80.4005
280 PULL 1 E 1 NONE 3.66789 12.918 12.918 -19.9985 -19.9985 -61.9548 79.7931
280 PULL 1 E 2 NONE 3.62439 12.9415 12.9415 -19.9196 -19.9196 -62.6607 78.9821
280 PULL 1 E 3 NONE 3.6614 13.0061 13.0061 -19.961 -19.961 -62.9037 78.8814
280 PULL 1 E 4 NONE 3.51929 13.0085 13.0085 -20.0631 -20.0631 -64.1253 79.197
281 PULL 1 D 0 NONE 3.33134 12.9634 12.9634 -19.5873 -19.5873 -64.4318 81.7684
281 PULL 1 D 1 NONE 3.24493 13.0218 13.0218 -19.7215 -19.7215 -63.698 81.1147
281 PULL 1 D 2 NONE 3.37568 13.0848 13.0848 -19.6355 -19.6355 -63.1978 80.4926
281 PULL 1 D 3 NONE 3.37687 12.9136 12.9136 -19.6406 -19.6406 -63.0081 82.0127
281 PULL 1 D 4 NONE 3.35078 13.0079 13.0079 -19.4973 -19.4973 -63.0058 83.5486
282 PULL 1 E 0 NONE 3.32919 13.0209 13.0209 -19.7994 -19.7994 -63.7644 79.9077
282 PULL 1 E 1 NONE 3.35686 13.0936 13.0936 -19.6627 -19.6627 -63.8085 78.6306
282 PULL 1 E 2 NONE 3.40846 13.0718 13.0718 -19.5784 -19.5784 -64.2179 79.9034
282 PULL 1 E 3 NONE 3.42855 13.0122 13.0122 -19.4368 -19.4368 -62.9108 80.4493
282 PULL 1 E 4 NONE 3.42675 12.9828 12.9828 -19.6117 -19.6117 -63.1825 78.3253
283 PULL 1 C 0 NONE 3.44394 12.972 12.972 -20.5529 -20.5529 -62.4808 81.38
283 PULL 1 C 1 NONE 3.48536 13.0677 13.0677 -20.3414 -20.3414 -62.5871 81.2221
283 PULL 1 C 2 NONE 3.54206 13.0115 13.0115 -20.4838 -20.4838 -62.7971 81.1682
283 PULL 1 C 3 NONE 3.4025 12.9563 12.9563 -20.1852 -20.1852 -61.5375 80.9852
283 PULL 1 C 4 NONE 3.50382 12.9634 12.9634 -20.1828 -20.1828 -62.2129 80.5544
284 PULL 1 D 0 NONE 3.54774 12.9613 12.9613 -20.2879 -20.2879 -62.9546 84.2313
284 PULL 1 D 1 NONE 3.45542 13.0504 13.0504 -20.1899 -20.1899 -64.114 84.0683
284 PULL 1 D 2 NONE 3.42784 13.0837 13.0837 -20.227 -20.227 -64.2035 83.987
284 PULL 1 D 3 NONE 3.45167 12.9978 12.9978 -20.078 -20.078 -63.3159 83.9702
284 PULL 1 D 4 NONE 3.45497 13.0572 13.0572 -20.0491 -20.0491 -62.9841 84.0656
285 PULL 1 A 0 NONE 3.49258 12.9374 12.9374 -20.1548 -20.1548 -62.7008 79.4775
285 PULL 1 A 1 NONE 3.56303 13.0188 13.0188 -20.1102 -20.1102 -63.2494 79.3849
285 PULL 1 A 2 NONE 3.55874 12.9308 12.9308 -19.7834 -19.7834 -63.3395 79.0906
285 PULL 1 A 3 NONE 3.52384 12.9013 12.9013 -19.7213 -19.7213 -63.2191 77.9013
285 PULL 1 A 4 NONE 3.3854 12.9905 12.9905 -19.857 -19.857 -62.4089 79.0051
286 PULL 1 E 0 NONE 3.49929 12.92 12.92 -19.7172 -19.7172 -63.4887 80.2519
286 PULL 1 E 1 NONE 3.58303 12.9058 12.9058 -19.8651 -19.8651 -63.4645 81.0078
286 PULL 1 E 2 NONE 3.54658 12.9319 12.9319 -20.0734 -20.0734 -64.9555 82.1585
286 PULL 1 E 3 NONE 3.63081 12.9315 12.9315 -19.992 -19.992 -64.6017 81.3899
286 PULL 1 E 4 NONE 3.57047 12.946 12.946 -19.9595 -19.9595 -64.189 80.8435
287 PULL 1 A 0 NONE 3.49456 13.076 13.076 -20.4136 -20.4136 -65.4817 84.406
287 PULL 1 A 1 NONE 3.58611 13.0501 13.0501 -20.3165 -20.3165 -65.0111 84.7205
287 PULL 1 A 2 NONE 3.53161 12.9534 12.9534 -20.2017 -20.2017 -65.3693 83.4939
287 PULL 1 A 3 NONE 3.62519 13.0361 13.0361 -20.2513 -20.2513 -65.256 84.0249
287 PULL 1 A 4 NONE 3.70529 12.9355 12.9355 -20.227 -20.227 -65.0339 84.2532
288 PULL 1 F 0 NONE 3.48354 13.0995 13.0995 -19.7549 -19.7549 -65.4097 75.394
288 PULL 1 F 1 NONE 3.42618 13.1036 13.1036 -19.7334 -19.7334 -65.5388 75.6618
288 PULL 1 F 2 NONE 3.3328 12.9498 12.9498 -19.7575 -19.7575 -64.8942 76.6966
288 PULL 1 F 3 NONE 3.33591 13.0528 13.0528 -19.9547 -19.9547 -65.0139 76.7482
288 PULL 1 F 4 NONE 3.37754 13.0853 13.0853 -20.0718 -20.0718 -65.067 77.0516
289 PULL 1 A 0 NONE 3.40143 13.011 13.011 -19.9588 -19.9588 -65.2615 81.7743
289 PULL 1 A 1 NONE 3.38103 12.9343 12.9343 -19.9482 -19.9482 -64.5652 81.4162
289 PULL 1 A 2 NONE 3.36352 12.992 12.992 -19.9952 -19.9952 -64.3881 81.4336
289 PULL 1 A 3 NONE 3.35058 12.8979 12.8979 -20.0872 -20.0872 -64.6708 80.3695
289 PULL 1 A 4 NONE 3.35264 12.9729 12.9729 -20.0773 -20.0773 -64.233 79.7862
290 PULL 1 D 0 NONE 3.31606 12.9454 12.9454 -20.1877 -20.1877 -64.7585 82.5616
290 PULL 1 D 1 NONE 3.28435 12.9881 12.9881 -19.9264 -19.9264 -64.8164 82.7179
290 PULL 1 D 2 NONE 3.40651 12.9526 12.9526 -19.8425 -19.8425 -64.2005 82.6989
290 PULL 1 D 3 NONE 3.4337 12.9254 12.9254 -19.6379 -19.6379 -64.1515 83.5425
290 PULL 1 D 4 NONE 3.53827 13.0372 13.0372 -19.7465 -19.7465 -64.8803 83.682
291 PULL 1 B 0 NONE 3.51313 12.8971 12.8971 -19.494 -19.494 -64.8075 77.78
291 PULL 1 B 1 NONE 3.59317 12.9495 12.9495 -19.5074 -19.5074 -65.623 78.6536
291 PULL 1 B 2 NONE 3.5256 12.8847 12.8847 -19.5057 -19.5057 -65.1208 79.3485
291 PULL 1 B 3 NONE 3.55063 12.9988 12.9988 -19.4854 -19.4854 -64.8396 76.6589
291 PULL 1 B 4 NONE 3.4619 13.0189 13.0189 -19.6269 -19.6269 -65.1962 78.5825
292 PULL 1 D 0 NONE 3.33287 12.9782 12.9782 -20.2456 -20.2456 -63.2261 78.6737
292 PULL 1 D 1 NONE 3.29847 13.0089 13.0089 -20.2176 -20.2176 -62.535 79.4484
292 PULL 1 D 2 NONE 3.23001 13.0937 13.0937 -20.2375 -20.2375 -64.3727 77.916
292 PULL 1 D 3 NONE 3.30122 13.0829 13.0829 -20.3677 -20.3677 -64.849 78.8567
292 PULL 1 D 4 NONE 3.28142 13.104 13.104 -20.2892 -20.2892 -64.8808 78.9786
293 PULL 1 A 0 NONE 3.34211 13.1373 13.1373 -20.3874 -20.3874 -65.3849 82.1763
293 PULL 1 A 1 NONE 3.40195 13.0298 13.0298 -20.396 -20.396 -65.4243 82.684
293 PULL 1 A 2 NONE 3.31274 13.0323 13.0323 -20.2267 -20.2267 -64.8741 82.7471
293 PULL 1 A 3 NONE 3.45146 12.9857 12.9857 -20.1726 -20.1726 -65.115 82.4113
293 PULL 1 A 4 NONE 3.56985 13.0421 13.0421 -20.143 -20.143 -65.7167 83.9592
294 PULL 1 C 0 NONE 3.96551 13.0256 13.0256 -19.3647 -19.3647 -62.2817 81.0324
294 PULL 1 C 1 NONE 3.89499 13.0272 13.0272 -19.5318 -19.5318 -63.3106 79.2315
294 PULL 1 C 2 NONE 3.88907 12.9605 12.9605 -19.5644 -19.5644 -63.8118 80.1882
294 PULL 1 C 3 NONE 3.91286 12.8579 12.8579 -19.5866 -19.5866 -62.8671 80.9067
294 PULL 1 C 4 NONE 3.95341 12.8627 12.8627 -19.5299 -19.5299 -62.5965 81.3453
295 PULL 1 C 0 NONE 3.71871 12.9389 12.9389 -19.5898 -19.5898 -62.9785 83.0258
295 PULL 1 C 1 NONE 3.72976 12.8439 12.8439 -19.7919 -19.7919 -62.4486 82.3916
295 PULL 1 C 2 NONE 3.62872 12.99 12.99 -19.6817 -19.6817 -62.7224 82.3896
295 PULL 1 C 3 NONE 3.64497 12.9988 12.9988 -19.5572 -19.5572 -63.0217 81.6185
